"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"45239-03","Revision of myocutaneous flap","45497-00","45496-00",3
"45239-04","Revision of muscle flap","45497-00","45497-00",0
"45239-04","Revision of muscle flap","45497-00","45498-00",1
"45239-04","Revision of muscle flap","45497-00","45499-00",2
"45239-04","Revision of muscle flap","45497-00","45496-00",3
"45421-00","Split skin graft to burn of eyelid","45485-00","45485-00",0
"45421-01","Split skin graft to burn of nose","45485-01","45485-01",0
"45421-02","Split skin graft to burn of lip","45485-02","45485-02",0
"45421-03","Split skin graft to burn of ear","45485-03","45485-03",0
"45421-04","Split skin graft to burn of neck","45486-00","45486-00",0
"45421-05","Split skin graft to burn of hand","45485-04","45485-04",0
"45421-06","Split skin graft to burn of thumb","45488-01","45488-01",0
"45421-07","Split skin graft to burn of finger","45488-00","45488-00",0
"45421-08","Split skin graft to burn of genitals","45486-01","45486-01",0
"45424-00","Allograft burn involving < 3% BSA","90670-01","90670-01",0
"45424-01","Xenograft burn involving <3% BSA","90671-01","90671-01",0
"45424-02","Synthetic skin graft burn inv <3% BSA","90672-01","90672-01",0
"45427-00","Allograft burn inv >=3% & <6% BSA","90670-01","90670-01",0
"45427-01","Xenograft burn inv >=3% & <6% BSA","90671-01","90671-01",0
"45427-02","Synthetic sk gft brn inv >=3% & <6% BSA","90672-01","90672-01",0
"45430-00","Allograft burn inv >=6% & <9% BSA","90670-01","90670-01",0
"45430-01","Xenograft burn inv >=6% & <9% BSA","90671-01","90671-01",0
"45430-02","Synthetic sk gft brn inv >=6% & <9% BSA","90672-01","90672-01",0
"45433-00","Allograft burn inv >=9% & <12% BSA","90670-01","90670-01",0
"45433-01","Xenograft burn inv >=9% & <12% BSA","90671-01","90671-01",0
"45433-02","Synthc sk gft brn inv >=9% & <12% BSA","90672-01","90672-01",0
"45436-00","Allograft burn involving >=12% BSA","90670-01","90670-01",0
"45436-01","Xenograft burn involving >=12% BSA","90671-01","90671-01",0
"45436-02","Synthetic skin graft burn inv >=12% BSA","90672-01","90672-01",0
"45719-00","Osteotomy mandible with IF, unilateral","45723-00","45723-00",0
"45719-01","Osteotomy maxilla with IF, unilateral","45723-01","45723-01",0
"45719-02","Ostectomy mandible with IF, unilateral","45723-02","45723-02",0
"45719-03","Ostectomy maxilla with IF, unilateral","45723-03","45723-03",0
"45722-00","Osteotomy mandible with IF, bilateral","45729-00","45729-00",0
"45722-01","Osteotomy maxilla with IF, bilateral","45729-01","45729-01",0
"45722-02","Ostectomy mandible with IF, bilateral","45729-02","45729-02",0
"45722-03","Ostectomy maxilla with IF, bilateral","45729-03","45729-03",0
"45725-00","Osteotomy of mandible, unilateral","45720-00","45720-00",0
"45725-01","Osteotomy of maxilla, unilateral","45720-01","45720-01",0
"45725-02","Ostectomy of mandible, unilateral","45720-02","45720-02",0
"45725-03","Ostectomy of maxilla, unilateral","45720-03","45720-03",0
"45728-00","Osteotomy of mandible, bilateral","45726-00","45726-00",0
"45728-01","Osteotomy of maxilla, bilateral","45726-01","45726-01",0
"45728-02","Ostectomy of mandible, bilateral","45726-02","45726-02",0
"45728-03","Ostectomy of maxilla, bilateral","45726-03","45726-03",0
"45734-00","4 Osteo/ostectomies mandible & maxilla","45735-00","45735-00",0
"45737-00","5 Osteo/ostectomies mandible & maxilla","45741-00","45741-00",0
"45740-00",">6 Osteo/ostectomies mandible & maxilla","45747-00","45747-00",0
"45743-00",">=3 Osteo/ostectomies mandible w IF","45732-00","45732-00",0
"45743-01",">=3 Osteo/ostectomies maxilla w IF","45732-01","45732-01",0
"45746-00","4 Osteo/ostectomies mand & maxilla w IF","45738-00","45738-00",0
"45749-00","5 Osteo/ostectomies mand & maxilla w IF","45744-00","45744-00",0
"47015-00","Closed reduct dislocation shoulder wo GA","47009-00","47009-00",0
"47924-00","Removal of pin, screw or wire wo GA","47927-00","47927-00",0
"48606-00","Post spinal fus wo IF scoliosis/kyphosis","48642-00","48642-00",0
"48606-00","Post spinal fus wo IF scoliosis/kyphosis","48642-00","48645-00",1
"48609-00","Post spin fus nonseg IF scoliosis/kyphs","48642-00","48642-00",0
"48609-00","Post spin fus nonseg IF scoliosis/kyphs","48642-00","48645-00",1
"48609-00","Post spin fus nonseg IF scoliosis/kyphs","48642-00","48681-00",2
"48612-00","Post spin fus w seg IF, scoliosis/kyphs","48642-00","48642-00",0
"48612-00","Post spin fus w seg IF, scoliosis/kyphs","48642-00","48645-00",1
"48612-00","Post spin fus w seg IF, scoliosis/kyphs","48642-00","48684-00",2
"48612-00","Post spin fus w seg IF, scoliosis/kyphs","48642-00","48687-00",3
"48612-00","Post spin fus w seg IF, scoliosis/kyphs","48642-00","48690-00",4
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48642-00",0
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48645-00",1
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48660-00",2
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48669-00",3
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48684-00",4
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48687-00",5
"48613-00","Ant & post spin fus seg IF sclios/kyphs","48642-00","48690-00",6
"48615-00","Re-exploration w adjustment spinal fix","90025-00","90025-00",0
"48615-01","Re-exploration w removal spinal fixation","90025-01","90025-01",0
"48615-02","Re-explor w bone graft, scoliosis/kyphs","90025-02","90025-02",0
"48618-00","Revision failed scoliosis/kyphosis surg","90025-03","90025-03",0
"48621-00","Ant spin fus seg IF sclios/kyphs <=4 lvl","48660-00","48660-00",0
"48621-00","Ant spin fus seg IF sclios/kyphs <=4 lvl","48660-00","48669-00",1
"48621-00","Ant spin fus seg IF sclios/kyphs <=4 lvl","48660-00","48684-00",2
"48621-00","Ant spin fus seg IF sclios/kyphs <=4 lvl","48660-00","48687-00",3
"48624-00","Ant spin fus seg IF sclios/kyphs >=5 lvl","48660-00","48660-00",0
"48624-00","Ant spin fus seg IF sclios/kyphs >=5 lvl","48660-00","48669-00",1
"48624-00","Ant spin fus seg IF sclios/kyphs >=5 lvl","48660-00","48690-00",2
"48627-00","Post spin fus w seg IF pelv sclios/kyphs","48642-00","48642-00",0
"48627-00","Post spin fus w seg IF pelv sclios/kyphs","48642-00","48645-00",1
"48627-00","Post spin fus w seg IF pelv sclios/kyphs","48642-00","48684-00",2
"48627-00","Post spin fus w seg IF pelv sclios/kyphs","48642-00","48687-00",3
"48627-00","Post spin fus w seg IF pelv sclios/kyphs","48642-00","48690-00",4
"48630-00","Ant decomp cd, resect vert sclios/kyphs","90024-00","90024-00",0
"48630-00","Ant decomp cd, resect vert sclios/kyphs","90024-00","90024-01",1
"48630-00","Ant decomp cd, resect vert sclios/kyphs","90024-00","48639-00",2
"48630-01","Ant decomp cd w inv resect vert sclios","90024-00","90024-00",0
"48630-01","Ant decomp cd w inv resect vert sclios","90024-00","90024-01",1
"48630-01","Ant decomp cd w inv resect vert sclios","90024-00","48639-01",2
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48660-00",0
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48669-00",1
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48642-00",2
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48645-00",3
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48648-00",4
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48651-00",5
"48632-00","Resect vertebra fus congen sclios/kyphs","48660-00","48639-00",6
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48642-00",0
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48645-00",1
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48660-00",2
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48669-00",3
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48684-00",4
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48687-00",5
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48690-00",6
"48640-00","Ant & post spin fusion seg IF & resect","48642-00","48639-00",7
"49348-00","Closed reduction congen hip dislocation","47048-00","47048-00",0
"49351-00","Immobilisation congen hip dislocation","50352-00","50352-00",0
"49354-00","Open reduction congen hip dislocation","47051-00","47051-00",0
"55034-00","Ultrasound of breast(s)","55070-00","55070-00",0
"55040-00","U/s for detection of fetal abnormality","55700-00","55700-00",0
"55040-01","U/s for fetal growth measurement","55700-01","55700-01",0
"55040-02","U/s abdo/pelvis for other pregnancy cond","55700-02","55700-02",0
"55042-00","Ultrasound of female pelvis","55731-00","55731-00",0
"55050-00","Musculoskeletal ultrasound","55800-00","55800-00",0
"55050-00","Musculoskeletal ultrasound","55800-00","55804-00",1
"55050-00","Musculoskeletal ultrasound","55800-00","55808-00",2
"55050-00","Musculoskeletal ultrasound","55800-00","55812-00",3
"55050-00","Musculoskeletal ultrasound","55800-00","55816-00",4
"55050-00","Musculoskeletal ultrasound","55800-00","55816-01",5
"55050-00","Musculoskeletal ultrasound","55800-00","55824-00",6
"55050-00","Musculoskeletal ultrasound","55800-00","55824-01",7
"55050-00","Musculoskeletal ultrasound","55800-00","55828-00",8
"55050-00","Musculoskeletal ultrasound","55800-00","55832-00",9
"55050-00","Musculoskeletal ultrasound","55800-00","55836-00",10
"55050-00","Musculoskeletal ultrasound","55800-00","55844-00",11
"55050-00","Musculoskeletal ultrasound","55800-00","55852-00",12
"55050-00","Musculoskeletal ultrasound","55800-00","90908-00",13
"55052-00","Ultrasound of joint","55800-00","55800-00",0
"55052-00","Ultrasound of joint","55800-00","55804-00",1
"55052-00","Ultrasound of joint","55800-00","55808-00",2
"55052-00","Ultrasound of joint","55800-00","55812-00",3
"55052-00","Ultrasound of joint","55800-00","55816-00",4
"55052-00","Ultrasound of joint","55800-00","55816-01",5
"55052-00","Ultrasound of joint","55800-00","55824-00",6
"55052-00","Ultrasound of joint","55800-00","55824-01",7
"55052-00","Ultrasound of joint","55800-00","55828-00",8
"55052-00","Ultrasound of joint","55800-00","55832-00",9
"55052-00","Ultrasound of joint","55800-00","55836-00",10
"55052-00","Ultrasound of joint","55800-00","55844-00",11
"55052-00","Ultrasound of joint","55800-00","90908-00",12
"55055-00","Unidimensional u/s of orbital contents","11240-00","11240-00",0
"55058-00","U/s measurement of umbilical blood flow","55729-00","55729-00",0
"60500-00","Fluoroscopy under general anaesthesia","60503-00","60503-00",0
"90003-00","Implantation of intrcran neurostimulator","40709-00","40709-00",0
"90003-01","Removal of intracranial neurostimulator","40709-01","40709-01",0
"90004-00","Corticectomy of brain for trauma","40703-00","40703-00",0
"90004-01","Partial lobectomy of brain for trauma","40703-02","40703-02",0
"90005-00","Repair of dura of brain","39615-00","39615-00",0
"90005-00","Repair of dura of brain","39615-00","39615-01",1
"90142-00","Other repair of mouth","45676-00","45676-00",0
"90216-02","Repair vena cava by direct anstms","38721-01","38721-01",0
"90228-00","Endoluminal repair of aneurysm","33116-00","33116-00",0
"90309-00","Other repair of large intestine","43816-02","43816-02",0
"90332-00","Anorectal myectomy, short seg Hirschspg","90315-01","90315-01",0
"90336-00","Isolation of segment of small intestine","30566-00","30566-00",0
"90336-01","Isolation seg large intest for interpstn","32003-00","32003-00",0
"90336-01","Isolation seg large intest for interpstn","32003-00","32006-00",1
"90336-01","Isolation seg large intest for interpstn","32003-00","32003-01",2
"90361-00","Formation of neobladder","36606-03","36606-03",0
"90362-00","Transvaginl needle suspnsn stress incont","37043-00","37043-00",0
"90471-00","External version","16501-00","16501-00",0
"90471-01","Failed external version","16501-01","16501-01",0
"90486-00","Epidural injection of LA during labour","92506-99","92506-99",0
"90486-00","Epidural injection of LA during labour","92506-99","92506-90",1
"90486-00","Epidural injection of LA during labour","92506-99","92506-19",2
"90486-00","Epidural injection of LA during labour","92506-99","92506-10",3
"90486-00","Epidural injection of LA during labour","92506-99","92506-29",4
"90486-00","Epidural injection of LA during labour","92506-99","92506-20",5
"90486-00","Epidural injection of LA during labour","92506-99","92506-39",6
"90486-00","Epidural injection of LA during labour","92506-99","92506-30",7
"90486-00","Epidural injection of LA during labour","92506-99","92506-49",8
"90486-00","Epidural injection of LA during labour","92506-99","92506-40",9
"90486-00","Epidural injection of LA during labour","92506-99","92506-59",10
"90486-00","Epidural injection of LA during labour","92506-99","92506-50",11
"90486-00","Epidural injection of LA during labour","92506-99","92506-69",12
"90486-01","Epidural injection opioid during labour","92506-99","92506-99",0
"90486-01","Epidural injection opioid during labour","92506-99","92506-90",1
"90486-01","Epidural injection opioid during labour","92506-99","92506-19",2
"90486-01","Epidural injection opioid during labour","92506-99","92506-10",3
"90486-01","Epidural injection opioid during labour","92506-99","92506-29",4
"90486-01","Epidural injection opioid during labour","92506-99","92506-20",5
"90486-01","Epidural injection opioid during labour","92506-99","92506-39",6
"90486-01","Epidural injection opioid during labour","92506-99","92506-30",7
"90486-01","Epidural injection opioid during labour","92506-99","92506-49",8
"90486-01","Epidural injection opioid during labour","92506-99","92506-40",9
"90486-01","Epidural injection opioid during labour","92506-99","92506-59",10
"90486-01","Epidural injection opioid during labour","92506-99","92506-50",11
"90486-01","Epidural injection opioid during labour","92506-99","92506-69",12
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-99",0
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-90",1
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-19",2
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-10",3
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-29",4
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-20",5
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-39",6
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-30",7
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-49",8
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-40",9
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-59",10
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-50",11
"90486-02","Epidural inj/o other thrpc during labour","92506-99","92506-69",12
"90554-00","Wedge osteotomy of tibia","48418-00","48418-00",0
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","40316-00",0
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","48678-00",1
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","48681-00",2
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","48684-00",3
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","48687-00",4
"90576-00","Spinal fix wo fusion, scoliosis/kyphosis","40316-00","48690-00",5
"90591-00","Proc for acute osteomyelitis of site NEC","90573-00","90573-00",0
"90591-01","Proc chronic osteomyelitis of site NEC","90573-00","90573-00",0
"90664-00","Excision lesion SSCT of eyelid NEC","31230-00","31230-00",0
"90664-01","Excision lesion SSCT of nose, NEC","31230-01","31230-01",0
"90664-02","Excision lesion SSCT of ear, NEC","31230-02","31230-02",0
"90664-03","Excision lesion SSCT of lip, NEC","31230-03","31230-03",0
"90664-04","Exc lesion SSCT, other site of head NEC","31235-00","31235-00",0
"90664-05","Excision lesion SSCT of neck, NEC","31235-01","31235-01",0
"90664-06","Excision lesion SSCT of hand, NEC","31235-02","31235-02",0
"90664-07","Excision lesion SSCT of digit, NEC","31230-04","31230-04",0
"90664-08","Excision lesion SSCT, genitals NEC","31230-05","31230-05",0
"90664-09","Excision lesion SSCT of leg, NEC","31235-03","31235-03",0
"90664-10","Excision lesion SSCT of foot, NEC","31235-04","31235-04",0
"90664-11","Excision lesion SSCT, oth site NEC","31205-00","31205-00",0
"92021-00","General eye examination","42503-00","42503-00",0
"92069-00","Dilation of anal sphincter","32153-00","32153-00",0
"92072-00","Gastric gavage","92191-00","92191-00",0
"92092-00","Digital examination of rectum wo anaes","32171-00","32171-00",0
"92127-00","Gynaecological examination wo anaes","35500-00","35500-00",0
"92501-00","Topical anaesthesia","92513-99","92513-99",0
"92501-00","Topical anaesthesia","92513-99","92513-90",1
"92501-00","Topical anaesthesia","92513-99","92513-19",2
"92501-00","Topical anaesthesia","92513-99","92513-10",3
"92501-00","Topical anaesthesia","92513-99","92513-29",4
"92501-00","Topical anaesthesia","92513-99","92513-20",5
"92501-00","Topical anaesthesia","92513-99","92513-39",6
"92501-00","Topical anaesthesia","92513-99","92513-30",7
"92501-00","Topical anaesthesia","92513-99","92513-49",8
"92501-00","Topical anaesthesia","92513-99","92513-40",9
"92501-00","Topical anaesthesia","92513-99","92513-59",10
"92501-00","Topical anaesthesia","92513-99","92513-50",11
"92501-00","Topical anaesthesia","92513-99","92513-69",12
"92501-01","Local infiltration anaesthesia","92513-99","92513-99",0
"92501-01","Local infiltration anaesthesia","92513-99","92513-90",1
"92501-01","Local infiltration anaesthesia","92513-99","92513-19",2
"92501-01","Local infiltration anaesthesia","92513-99","92513-10",3
"92501-01","Local infiltration anaesthesia","92513-99","92513-29",4
"92501-01","Local infiltration anaesthesia","92513-99","92513-20",5
"92501-01","Local infiltration anaesthesia","92513-99","92513-39",6
"92501-01","Local infiltration anaesthesia","92513-99","92513-30",7
"92501-01","Local infiltration anaesthesia","92513-99","92513-49",8
"92501-01","Local infiltration anaesthesia","92513-99","92513-40",9
"92501-01","Local infiltration anaesthesia","92513-99","92513-59",10
"92501-01","Local infiltration anaesthesia","92513-99","92513-50",11
"92501-01","Local infiltration anaesthesia","92513-99","92513-69",12
"92502-00","Intravenous general anaesthesia","92514-99","92514-99",0
"92502-00","Intravenous general anaesthesia","92514-99","92514-90",1
"92502-00","Intravenous general anaesthesia","92514-99","92514-19",2
"92502-00","Intravenous general anaesthesia","92514-99","92514-10",3
"92502-00","Intravenous general anaesthesia","92514-99","92514-29",4
"92502-00","Intravenous general anaesthesia","92514-99","92514-20",5
"92502-00","Intravenous general anaesthesia","92514-99","92514-39",6
"92502-00","Intravenous general anaesthesia","92514-99","92514-30",7
"92502-00","Intravenous general anaesthesia","92514-99","92514-49",8
"92502-00","Intravenous general anaesthesia","92514-99","92514-40",9
"92502-00","Intravenous general anaesthesia","92514-99","92514-59",10
"92502-00","Intravenous general anaesthesia","92514-99","92514-50",11
"92502-00","Intravenous general anaesthesia","92514-99","92514-69",12
"92502-01","Inhalational general anaesthesia","92514-99","92514-99",0
"92502-01","Inhalational general anaesthesia","92514-99","92514-90",1
"92502-01","Inhalational general anaesthesia","92514-99","92514-19",2
"92502-01","Inhalational general anaesthesia","92514-99","92514-10",3
"92502-01","Inhalational general anaesthesia","92514-99","92514-29",4
"92502-01","Inhalational general anaesthesia","92514-99","92514-20",5
"92502-01","Inhalational general anaesthesia","92514-99","92514-39",6
"92502-01","Inhalational general anaesthesia","92514-99","92514-30",7
"92502-01","Inhalational general anaesthesia","92514-99","92514-49",8
"92502-01","Inhalational general anaesthesia","92514-99","92514-40",9
"92502-01","Inhalational general anaesthesia","92514-99","92514-59",10
"92502-01","Inhalational general anaesthesia","92514-99","92514-50",11
"92502-01","Inhalational general anaesthesia","92514-99","92514-69",12
"92502-02","Intravenous & inhalational GA","92514-99","92514-99",0
"92502-02","Intravenous & inhalational GA","92514-99","92514-90",1
"92502-02","Intravenous & inhalational GA","92514-99","92514-19",2
"92502-02","Intravenous & inhalational GA","92514-99","92514-10",3
"92502-02","Intravenous & inhalational GA","92514-99","92514-29",4
"92502-02","Intravenous & inhalational GA","92514-99","92514-20",5
"92502-02","Intravenous & inhalational GA","92514-99","92514-39",6
"92502-02","Intravenous & inhalational GA","92514-99","92514-30",7
"92502-02","Intravenous & inhalational GA","92514-99","92514-49",8
"92502-02","Intravenous & inhalational GA","92514-99","92514-40",9
"92502-02","Intravenous & inhalational GA","92514-99","92514-59",10
"92502-02","Intravenous & inhalational GA","92514-99","92514-50",11
"92502-02","Intravenous & inhalational GA","92514-99","92514-69",12
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-99",0
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-90",1
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-19",2
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-10",3
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-29",4
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-20",5
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-39",6
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-30",7
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-49",8
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-40",9
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-59",10
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-50",11
"92502-03","GA combined w major regional anaesthesia","92514-99","92514-69",12
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-99",13
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-90",14
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-19",15
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-10",16
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-29",17
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-20",18
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-39",19
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-30",20
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-49",21
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-40",22
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-59",23
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-50",24
"92502-03","GA combined w major regional anaesthesia","92514-99","92508-69",25
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-99",0
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-90",1
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-19",2
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-10",3
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-29",4
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-20",5
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-39",6
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-30",7
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-49",8
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-40",9
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-59",10
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-50",11
"92503-00","IV sedation, anaesthetist controlled","92515-99","92515-69",12
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-99",0
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-90",1
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-19",2
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-10",3
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-29",4
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-20",5
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-39",6
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-30",7
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-49",8
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-40",9
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-59",10
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-50",11
"92503-01","Intravenous sedation, patient controlled","92515-99","92515-69",12
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-99",0
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-90",1
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-19",2
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-10",3
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-29",4
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-20",5
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-39",6
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-30",7
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-49",8
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-40",9
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-59",10
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-50",11
"92503-02","Inhalation sedation anaesthetist control","92515-99","92515-69",12
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-99",0
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-90",1
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-19",2
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-10",3
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-29",4
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-20",5
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-39",6
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-30",7
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-49",8
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-40",9
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-59",10
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-50",11
"92503-03","Inhalation sedation, patient controlled","92515-99","92515-69",12
"92504-00","Opioid loading protocol","92518-01","92518-01",0
"92504-01","Opioid infusion protocol","92518-01","92518-01",0
"92504-02","Protocol based pt controlled analgesia","92518-00","92518-00",0
"92504-03","Protocol based IV subc/IM injection","92193-00","92193-00",0
"92505-00","Applicn loose facemask/oxygen v cannula","92205-00","No map",0
"92505-01","Application of fitted facemask","92205-00","No map",0
"92505-02","Application of laryngeal airway mask","92205-00","No map",0
"93300-00","Psychiatric assessment","96175-00","96175-00",0
"96000-01","General psychological assessment","96175-00","96175-00",0
"96000-02","Neuropsychological assessment","96175-00","96175-00",0
"96000-03","Complex psychological assessment","96175-00","96175-00",0
"96015-00","Respiratory assessment","92001-00","92001-00",0
"96016-00","Cardiorespiratory assessment","92001-00","92001-00",0
"96017-00","Cardiovascular assessment","92001-00","92001-00",0
"96033-00","Cognitive skills assessment","96175-00","96175-00",0
"96036-00","Child health exam/devt status assessment","96184-00","96184-00",0
"96036-00","Child health exam/devt status assessment","96184-00","92001-00",1
"96060-00","Click evoked otoacoustic emissions evaln","11332-00","11332-00",0
"96061-00","Distortion prdct otoacous emission evaln","11332-01","11332-01",0
"96062-00","Other otoacoustic emissions evaluation","11332-02","11332-02",0
"96083-00","Critical incident stress debriefing","96082-00","96082-00",0
"96099-00","Psychotherapy","96180-00","96180-00",0
"96099-00","Psychotherapy","96180-00","96177-00",1
"96105-00","Relaxation therapy, NEC","96001-00","96001-00",0
"96106-00","Resourcing intervention","96089-00","96089-00",0
"96109-00","Other psychosocial therapies","96180-00","96180-00",0
"96111-00","Skills training in act rel to memory","96113-00","96113-00",0
"96149-00","Religious/spiritual therapy","96109-01","96109-01",0
"96170-00","Procedure/intervention assistance","96164-00","96164-00",0
"96172-00","Sterile precautions","92205-00","92205-00",0
"96174-00","Other psychological therapies","96180-00","96180-00",0
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-99",0
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-90",1
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-19",2
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-10",3
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-29",4
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-20",5
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-39",6
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-30",7
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-49",8
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-40",9
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-59",10
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-50",11
"97941-00","Local anaesthesia for dental procedure","92513-99","92513-69",12
