"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"92507-10","Neuraxial block dur labour & C/S, ASA 10","90486-02","90486-02",0
"92507-10","Neuraxial block dur labour & C/S, ASA 10","90486-02","90486-00",1
"92507-10","Neuraxial block dur labour & C/S, ASA 10","90486-02","90486-01",2
"92507-19","Neuraxial block dur labour & C/S, ASA 19","90486-02","90486-02",0
"92507-19","Neuraxial block dur labour & C/S, ASA 19","90486-02","90486-00",1
"92507-19","Neuraxial block dur labour & C/S, ASA 19","90486-02","90486-01",2
"92507-20","Neuraxial block dur labour & C/S, ASA 20","90486-02","90486-02",0
"92507-20","Neuraxial block dur labour & C/S, ASA 20","90486-02","90486-00",1
"92507-20","Neuraxial block dur labour & C/S, ASA 20","90486-02","90486-01",2
"92507-29","Neuraxial block dur labour & C/S, ASA 29","90486-02","90486-02",0
"92507-29","Neuraxial block dur labour & C/S, ASA 29","90486-02","90486-00",1
"92507-29","Neuraxial block dur labour & C/S, ASA 29","90486-02","90486-01",2
"92507-30","Neuraxial block dur labour & C/S, ASA 30","90486-02","90486-02",0
"92507-30","Neuraxial block dur labour & C/S, ASA 30","90486-02","90486-00",1
"92507-30","Neuraxial block dur labour & C/S, ASA 30","90486-02","90486-01",2
"92507-39","Neuraxial block dur labour & C/S, ASA 39","90486-02","90486-02",0
"92507-39","Neuraxial block dur labour & C/S, ASA 39","90486-02","90486-00",1
"92507-39","Neuraxial block dur labour & C/S, ASA 39","90486-02","90486-01",2
"92507-40","Neuraxial block dur labour & C/S, ASA 40","90486-02","90486-02",0
"92507-40","Neuraxial block dur labour & C/S, ASA 40","90486-02","90486-00",1
"92507-40","Neuraxial block dur labour & C/S, ASA 40","90486-02","90486-01",2
"92507-49","Neuraxial block dur labour & C/S, ASA 49","90486-02","90486-02",0
"92507-49","Neuraxial block dur labour & C/S, ASA 49","90486-02","90486-00",1
"92507-49","Neuraxial block dur labour & C/S, ASA 49","90486-02","90486-01",2
"92507-50","Neuraxial block dur labour & C/S, ASA 50","90486-02","90486-02",0
"92507-50","Neuraxial block dur labour & C/S, ASA 50","90486-02","90486-00",1
"92507-50","Neuraxial block dur labour & C/S, ASA 50","90486-02","90486-01",2
"92507-59","Neuraxial block dur labour & C/S, ASA 59","90486-02","90486-02",0
"92507-59","Neuraxial block dur labour & C/S, ASA 59","90486-02","90486-00",1
"92507-59","Neuraxial block dur labour & C/S, ASA 59","90486-02","90486-01",2
"92507-69","Neuraxial block dur labour & C/S, ASA 69","90486-02","90486-02",0
"92507-69","Neuraxial block dur labour & C/S, ASA 69","90486-02","90486-00",1
"92507-69","Neuraxial block dur labour & C/S, ASA 69","90486-02","90486-01",2
"92507-90","Neuraxial block dur labour & C/S, ASA 90","90486-02","90486-02",0
"92507-90","Neuraxial block dur labour & C/S, ASA 90","90486-02","90486-00",1
"92507-90","Neuraxial block dur labour & C/S, ASA 90","90486-02","90486-01",2
"92507-99","Neuraxial block dur labour & C/S, ASA 99","90486-02","90486-02",0
"92507-99","Neuraxial block dur labour & C/S, ASA 99","90486-02","90486-00",1
"92507-99","Neuraxial block dur labour & C/S, ASA 99","90486-02","90486-01",2
"92508-10","Neuraxial block, ASA 10","18209-05","18209-05",0
"92508-10","Neuraxial block, ASA 10","18209-05","18216-02",1
"92508-10","Neuraxial block, ASA 10","18209-05","18209-02",2
"92508-10","Neuraxial block, ASA 10","18209-05","18216-11",4
"92508-10","Neuraxial block, ASA 10","18209-05","18209-08",5
"92508-19","Neuraxial block, ASA 19","18209-05","18209-05",0
"92508-19","Neuraxial block, ASA 19","18209-05","18216-02",1
"92508-19","Neuraxial block, ASA 19","18209-05","18209-02",2
"92508-19","Neuraxial block, ASA 19","18209-05","18216-11",3
"92508-19","Neuraxial block, ASA 19","18209-05","18209-08",4
"92508-20","Neuraxial block, ASA 20","18209-05","18209-05",0
"92508-20","Neuraxial block, ASA 20","18209-05","18216-02",1
"92508-20","Neuraxial block, ASA 20","18209-05","18209-02",2
"92508-20","Neuraxial block, ASA 20","18209-05","18216-11",3
"92508-20","Neuraxial block, ASA 20","18209-05","18209-08",4
"92508-29","Neuraxial block, ASA 29","18209-05","18209-05",0
"92508-29","Neuraxial block, ASA 29","18209-05","18216-02",1
"92508-29","Neuraxial block, ASA 29","18209-05","18209-02",2
"92508-29","Neuraxial block, ASA 29","18209-05","18216-11",3
"92508-29","Neuraxial block, ASA 29","18209-05","18209-08",4
"92508-30","Neuraxial block, ASA 30","18209-05","18209-05",0
"92508-30","Neuraxial block, ASA 30","18209-05","18216-02",1
"92508-30","Neuraxial block, ASA 30","18209-05","18209-02",2
"92508-30","Neuraxial block, ASA 30","18209-05","18216-11",3
"92508-30","Neuraxial block, ASA 30","18209-05","18209-08",4
"92508-39","Neuraxial block, ASA 39","18209-05","18209-05",0
"92508-39","Neuraxial block, ASA 39","18209-05","18216-02",1
"92508-39","Neuraxial block, ASA 39","18209-05","18209-02",2
"92508-39","Neuraxial block, ASA 39","18209-05","18216-11",3
"92508-39","Neuraxial block, ASA 39","18209-05","18209-08",4
"92508-40","Neuraxial block, ASA 40","18209-05","18209-05",0
"92508-40","Neuraxial block, ASA 40","18209-05","18216-02",1
"92508-40","Neuraxial block, ASA 40","18209-05","18209-02",2
"92508-40","Neuraxial block, ASA 40","18209-05","18216-11",3
"92508-40","Neuraxial block, ASA 40","18209-05","18209-08",4
"92508-49","Neuraxial block, ASA 49","18209-05","18209-05",0
"92508-49","Neuraxial block, ASA 49","18209-05","18216-02",1
"92508-49","Neuraxial block, ASA 49","18209-05","18209-02",2
"92508-49","Neuraxial block, ASA 49","18209-05","18216-11",3
"92508-49","Neuraxial block, ASA 49","18209-05","18209-08",4
"92508-50","Neuraxial block, ASA 50","18209-05","18209-05",0
"92508-50","Neuraxial block, ASA 50","18209-05","18216-02",1
"92508-50","Neuraxial block, ASA 50","18209-05","18209-02",2
"92508-50","Neuraxial block, ASA 50","18209-05","18216-11",3
"92508-50","Neuraxial block, ASA 50","18209-05","18209-08",4
"92508-59","Neuraxial block, ASA 59","18209-05","18209-05",0
"92508-59","Neuraxial block, ASA 59","18209-05","18216-02",1
"92508-59","Neuraxial block, ASA 59","18209-05","18209-02",2
"92508-59","Neuraxial block, ASA 59","18209-05","18216-11",3
"92508-59","Neuraxial block, ASA 59","18209-05","18209-08",4
"92508-69","Neuraxial block, ASA 69","18209-05","18209-05",0
"92508-69","Neuraxial block, ASA 69","18209-05","18216-02",1
"92508-69","Neuraxial block, ASA 69","18209-05","18209-02",2
"92508-69","Neuraxial block, ASA 69","18209-05","18216-11",3
"92508-69","Neuraxial block, ASA 69","18209-05","18209-08",4
"92508-90","Neuraxial block, ASA 90","18209-05","18209-05",0
"92508-90","Neuraxial block, ASA 90","18209-05","18216-02",1
"92508-90","Neuraxial block, ASA 90","18209-05","18209-02",2
"92508-90","Neuraxial block, ASA 90","18209-05","18216-11",3
"92508-90","Neuraxial block, ASA 90","18209-05","18209-08",4
"92508-99","Neuraxial block, ASA 99","18209-05","18209-05",0
"92508-99","Neuraxial block, ASA 99","18209-05","18216-02",1
"92508-99","Neuraxial block, ASA 99","18209-05","18209-02",2
"92508-99","Neuraxial block, ASA 99","18209-05","18216-11",3
"92508-99","Neuraxial block, ASA 99","18209-05","18209-08",4
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18234-00",0
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18236-00",1
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18238-00",2
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18240-00",3
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18244-00",4
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18246-00",5
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18250-00",6
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18242-00",7
"92509-10","Regnl block nerve of head/neck ASA 10","18234-00","18252-00",8
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18234-00",0
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18236-00",1
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18238-00",2
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18240-00",3
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18244-00",4
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18246-00",5
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18250-00",6
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18242-00",7
"92509-19","Regnl block nerve of head/neck ASA 19","18234-00","18252-00",8
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18234-00",0
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18236-00",1
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18238-00",2
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18240-00",3
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18244-00",4
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18246-00",5
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18250-00",6
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18242-00",7
"92509-20","Regnl block nerve of head/neck ASA 20","18234-00","18252-00",8
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18234-00",0
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18236-00",1
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18238-00",2
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18240-00",3
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18244-00",4
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18246-00",5
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18250-00",6
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18242-00",7
"92509-29","Regnl block nerve of head/neck ASA 29","18234-00","18252-00",8
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18234-00",0
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18236-00",1
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18238-00",2
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18240-00",3
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18244-00",4
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18246-00",5
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18250-00",6
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18242-00",7
"92509-30","Regnl block nerve of head/neck ASA 30","18234-00","18252-00",8
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18234-00",0
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18236-00",1
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18238-00",2
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18240-00",3
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18244-00",4
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18246-00",5
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18250-00",6
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18242-00",7
"92509-39","Regnl block nerve of head/neck ASA 39","18234-00","18252-00",8
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18234-00",0
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18236-00",1
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18238-00",2
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18240-00",3
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18244-00",4
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18246-00",5
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18250-00",6
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18242-00",7
"92509-40","Regnl block nerve of head/neck ASA 40","18234-00","18252-00",8
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18234-00",0
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18236-00",1
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18238-00",2
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18240-00",3
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18244-00",4
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18246-00",5
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18250-00",6
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18242-00",7
"92509-49","Regnl block nerve of head/neck ASA 49","18234-00","18252-00",8
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18234-00",0
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18236-00",1
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18238-00",2
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18240-00",3
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18244-00",4
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18246-00",5
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18250-00",6
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18242-00",7
"92509-50","Regnl block nerve of head/neck ASA 50","18234-00","18252-00",8
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18234-00",0
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18236-00",1
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18238-00",2
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18240-00",3
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18244-00",4
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18246-00",5
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18250-00",6
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18242-00",7
"92509-59","Regnl block nerve of head/neck ASA 59","18234-00","18252-00",8
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18234-00",0
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18236-00",1
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18238-00",2
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18240-00",3
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18244-00",4
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18246-00",5
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18250-00",6
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18242-00",7
"92509-69","Regnl block nerve of head/neck ASA 69","18234-00","18252-00",8
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18234-00",0
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18236-00",1
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18238-00",2
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18240-00",3
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18244-00",4
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18246-00",5
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18250-00",6
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18242-00",7
"92509-90","Regnl block nerve of head/neck ASA 90","18234-00","18252-00",8
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18234-00",0
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18236-00",1
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18238-00",2
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18240-00",3
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18244-00",4
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18246-00",5
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18250-00",6
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18242-00",7
"92509-99","Regnl block nerve of head/neck ASA 99","18234-00","18252-00",8
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18248-00",0
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18258-00",1
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18260-00",2
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18262-00",3
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18262-01",4
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18262-02",5
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18264-00",6
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18274-01",7
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18274-04",8
"92510-10","Regnl block, nerve of trunk ASA 10","18248-00","18276-00",9
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18248-00",0
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18258-00",1
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18260-00",2
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18262-00",3
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18262-01",4
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18262-02",5
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18264-00",6
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18274-01",7
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18274-04",8
"92510-19","Regnl block, nerve of trunk ASA 19","18248-00","18276-00",9
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18248-00",0
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18258-00",1
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18260-00",2
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18262-00",3
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18262-01",4
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18262-02",5
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18264-00",6
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18274-01",7
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18274-04",8
"92510-20","Regnl block, nerve of trunk ASA 20","18248-00","18276-00",9
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18248-00",0
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18258-00",1
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18260-00",2
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18262-00",3
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18262-01",4
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18262-02",5
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18264-00",6
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18274-01",7
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18274-04",8
"92510-29","Regnl block, nerve of trunk ASA 29","18248-00","18276-00",9
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18248-00",0
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18258-00",1
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18260-00",2
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18262-00",3
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18262-01",4
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18262-02",5
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18264-00",6
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18274-01",7
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18274-04",8
"92510-30","Regnl block, nerve of trunk ASA 30","18248-00","18276-00",9
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18248-00",0
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18258-00",1
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18260-00",2
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18262-00",3
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18262-01",4
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18262-02",5
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18264-00",6
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18274-01",7
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18274-04",8
"92510-39","Regnl block, nerve of trunk ASA 39","18248-00","18276-00",9
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18248-00",0
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18258-00",1
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18260-00",2
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18262-00",3
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18262-01",4
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18262-02",5
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18264-00",6
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18274-01",7
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18274-04",8
"92510-40","Regnl block, nerve of trunk ASA 40","18248-00","18276-00",9
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18248-00",0
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18258-00",1
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18260-00",2
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18262-00",3
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18262-01",4
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18262-02",5
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18264-00",6
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18274-01",7
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18274-04",8
"92510-49","Regnl block, nerve of trunk ASA 49","18248-00","18276-00",9
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18248-00",0
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18258-00",1
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18260-00",2
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18262-00",3
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18262-01",4
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18262-02",5
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18264-00",6
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18274-01",7
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18274-04",8
"92510-50","Regnl block, nerve of trunk ASA 50","18248-00","18276-00",9
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18248-00",0
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18258-00",1
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18260-00",2
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18262-00",3
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18262-01",4
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18262-02",5
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18264-00",6
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18274-01",7
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18274-04",8
"92510-59","Regnl block, nerve of trunk ASA 59","18248-00","18276-00",9
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18248-00",0
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18258-00",1
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18260-00",2
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18262-00",3
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18262-01",4
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18262-02",5
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18264-00",6
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18274-01",7
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18274-04",8
"92510-69","Regnl block, nerve of trunk ASA 69","18248-00","18276-00",9
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18248-00",0
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18258-00",1
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18260-00",2
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18262-00",3
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18262-01",4
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18262-02",5
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18264-00",6
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18274-01",7
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18274-04",8
"92510-90","Regnl block, nerve of trunk ASA 90","18248-00","18276-00",9
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18248-00",0
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18258-00",1
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18260-00",2
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18262-00",3
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18262-01",4
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18262-02",5
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18264-00",6
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18274-01",7
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18274-04",8
"92510-99","Regnl block, nerve of trunk ASA 99","18248-00","18276-00",9
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18254-00",0
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18266-00",1
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18266-01",2
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18266-02",3
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18256-00",4
"92511-10","Regnl block nerve of upp limb ASA 10","18254-00","18274-00",5
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18254-00",0
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18266-00",1
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18266-01",2
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18266-02",3
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18256-00",4
"92511-19","Regnl block nerve of upp limb ASA 19","18254-00","18274-00",5
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18254-00",0
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18266-00",1
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18266-01",2
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18266-02",3
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18256-00",4
"92511-20","Regnl block nerve of upp limb ASA 20","18254-00","18274-00",5
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18254-00",0
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18266-00",1
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18266-01",2
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18266-02",3
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18256-00",4
"92511-29","Regnl block nerve of upp limb ASA 29","18254-00","18274-00",5
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18254-00",0
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18266-00",1
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18266-01",2
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18266-02",3
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18256-00",4
"92511-30","Regnl block nerve of upp limb ASA 30","18254-00","18274-00",5
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18254-00",0
"92511-39","Regnl block nerve of upp limb ASA 39","18254-00","18266-00",1
