"Code","Abbrev Descrip","Logical Map","Historical Map","Sequence Number"
"Q89.8","Other specified congenital malformations","Q89.89","Q89.89",0
"Q89.8","Other specified congenital malformations","Q89.89","Q89.81",1
"R45.8","Oth symptoms signs inv emotional state","R45.89","R45.89",0
"T81.4","Infection following a procedure NEC","T81.41","T81.41",0
"T81.4","Infection following a procedure NEC","T81.41","T81.42",1
"V20.0","Mtrcyc rider w vs ped/animal drvr nontrf","V20.09","V20.09",0
"V20.0","Mtrcyc rider w vs ped/animal drvr nontrf","V20.09","V20.08",1
"V20.0","Mtrcyc rider w vs ped/animal drvr nontrf","V20.09","V20.00",2
"V20.0","Mtrcyc rider w vs ped/animal drvr nontrf","V20.09","V20.01",3
"V20.0","Mtrcyc rider w vs ped/animal drvr nontrf","V20.09","V20.02",4
"V20.1","Mtrcyc rider w vs ped/animal pass nontrf","V20.19","V20.19",0
"V20.1","Mtrcyc rider w vs ped/animal pass nontrf","V20.19","V20.18",1
"V20.1","Mtrcyc rider w vs ped/animal pass nontrf","V20.19","V20.10",2
"V20.1","Mtrcyc rider w vs ped/animal pass nontrf","V20.19","V20.11",3
"V20.1","Mtrcyc rider w vs ped/animal pass nontrf","V20.19","V20.12",4
"V20.2","Mtrcyc rdr/ped anml ?mtrcyc rdr nontrf","V20.29","V20.29",0
"V20.2","Mtrcyc rdr/ped anml ?mtrcyc rdr nontrf","V20.29","V20.28",1
"V20.2","Mtrcyc rdr/ped anml ?mtrcyc rdr nontrf","V20.29","V20.20",2
"V20.2","Mtrcyc rdr/ped anml ?mtrcyc rdr nontrf","V20.29","V20.21",3
"V20.2","Mtrcyc rdr/ped anml ?mtrcyc rdr nontrf","V20.29","V20.22",4
"V20.3","Mtrcyc rider w vs ped/anml board/alight","V20.39","V20.39",0
"V20.3","Mtrcyc rider w vs ped/anml board/alight","V20.39","V20.38",1
"V20.3","Mtrcyc rider w vs ped/anml board/alight","V20.39","V20.30",2
"V20.3","Mtrcyc rider w vs ped/anml board/alight","V20.39","V20.31",3
"V20.3","Mtrcyc rider w vs ped/anml board/alight","V20.39","V20.32",4
"V20.4","Mtrcyc rdr/ped anml drvr traffic accdnt","V20.49","V20.49",0
"V20.4","Mtrcyc rdr/ped anml drvr traffic accdnt","V20.49","V20.48",1
"V20.4","Mtrcyc rdr/ped anml drvr traffic accdnt","V20.49","V20.40",2
"V20.4","Mtrcyc rdr/ped anml drvr traffic accdnt","V20.49","V20.41",3
"V20.4","Mtrcyc rdr/ped anml drvr traffic accdnt","V20.49","V20.42",4
"V20.5","Mtrcyc rdr/ped anml pass traffic accdnt","V20.59","V20.59",0
"V20.5","Mtrcyc rdr/ped anml pass traffic accdnt","V20.59","V20.58",1
"V20.5","Mtrcyc rdr/ped anml pass traffic accdnt","V20.59","V20.50",2
"V20.5","Mtrcyc rdr/ped anml pass traffic accdnt","V20.59","V20.51",3
"V20.5","Mtrcyc rdr/ped anml pass traffic accdnt","V20.59","V20.52",4
"V20.9","Mtrcyc/ped anml ?mtrcyc rdr traffic","V20.99","V20.99",0
"V20.9","Mtrcyc/ped anml ?mtrcyc rdr traffic","V20.99","V20.98",1
"V20.9","Mtrcyc/ped anml ?mtrcyc rdr traffic","V20.99","V20.90",2
"V20.9","Mtrcyc/ped anml ?mtrcyc rdr traffic","V20.99","V20.91",3
"V20.9","Mtrcyc/ped anml ?mtrcyc rdr traffic","V20.99","V20.92",4
"V21.0","Motorcycle rider w vs cycl drvr nontrf","V21.09","V21.09",0
"V21.0","Motorcycle rider w vs cycl drvr nontrf","V21.09","V21.08",1
"V21.0","Motorcycle rider w vs cycl drvr nontrf","V21.09","V21.00",2
"V21.0","Motorcycle rider w vs cycl drvr nontrf","V21.09","V21.01",3
"V21.0","Motorcycle rider w vs cycl drvr nontrf","V21.09","V21.02",4
"V21.1","Motorcycle rider w vs cycl pass nontrf","V21.19","V21.19",0
"V21.1","Motorcycle rider w vs cycl pass nontrf","V21.19","V21.18",1
"V21.1","Motorcycle rider w vs cycl pass nontrf","V21.19","V21.10",2
"V21.1","Motorcycle rider w vs cycl pass nontrf","V21.19","V21.11",3
"V21.1","Motorcycle rider w vs cycl pass nontrf","V21.19","V21.12",4
"V21.2","Mtrcyc rdr w vs cycl ?mtrcyc rdr nontrf","V21.29","V21.29",0
"V21.2","Mtrcyc rdr w vs cycl ?mtrcyc rdr nontrf","V21.29","V21.28",1
"V21.2","Mtrcyc rdr w vs cycl ?mtrcyc rdr nontrf","V21.29","V21.20",2
"V21.2","Mtrcyc rdr w vs cycl ?mtrcyc rdr nontrf","V21.29","V21.21",3
"V21.2","Mtrcyc rdr w vs cycl ?mtrcyc rdr nontrf","V21.29","V21.22",4
"V21.3","Motorcycle rider vs cycl board or alight","V21.39","V21.39",0
"V21.3","Motorcycle rider vs cycl board or alight","V21.39","V21.38",1
"V21.3","Motorcycle rider vs cycl board or alight","V21.39","V21.30",2
"V21.3","Motorcycle rider vs cycl board or alight","V21.39","V21.31",3
"V21.3","Motorcycle rider vs cycl board or alight","V21.39","V21.32",4
"V21.4","Mtrcyc rider vs cycl drvr traffic accdnt","V21.49","V21.49",0
"V21.4","Mtrcyc rider vs cycl drvr traffic accdnt","V21.49","V21.48",1
"V21.4","Mtrcyc rider vs cycl drvr traffic accdnt","V21.49","V21.40",2
"V21.4","Mtrcyc rider vs cycl drvr traffic accdnt","V21.49","V21.41",3
"V21.4","Mtrcyc rider vs cycl drvr traffic accdnt","V21.49","V21.42",4
"V21.5","Mtrcyc rider vs cycl pass traffic accdnt","V21.59","V21.59",0
"V21.5","Mtrcyc rider vs cycl pass traffic accdnt","V21.59","V21.58",1
"V21.5","Mtrcyc rider vs cycl pass traffic accdnt","V21.59","V21.50",2
"V21.5","Mtrcyc rider vs cycl pass traffic accdnt","V21.59","V21.51",3
"V21.5","Mtrcyc rider vs cycl pass traffic accdnt","V21.59","V21.52",4
"V21.9","Mtrcyc rdr/cyc ?mtrcyc rdr traf accdnt","V21.99","V21.99",0
"V21.9","Mtrcyc rdr/cyc ?mtrcyc rdr traf accdnt","V21.99","V21.98",1
"V21.9","Mtrcyc rdr/cyc ?mtrcyc rdr traf accdnt","V21.99","V21.90",2
"V21.9","Mtrcyc rdr/cyc ?mtrcyc rdr traf accdnt","V21.99","V21.91",3
"V21.9","Mtrcyc rdr/cyc ?mtrcyc rdr traf accdnt","V21.99","V21.92",4
"V22.0","Mtrcyc rider w vs 2-3wl MV drvr nontrf","V22.09","V22.09",0
"V22.0","Mtrcyc rider w vs 2-3wl MV drvr nontrf","V22.09","V22.08",1
"V22.0","Mtrcyc rider w vs 2-3wl MV drvr nontrf","V22.09","V22.00",2
"V22.0","Mtrcyc rider w vs 2-3wl MV drvr nontrf","V22.09","V22.01",3
"V22.0","Mtrcyc rider w vs 2-3wl MV drvr nontrf","V22.09","V22.02",4
"V22.1","Mtrcyc rider w vs 2-3wl MV pass nontrf","V22.19","V22.19",0
"V22.1","Mtrcyc rider w vs 2-3wl MV pass nontrf","V22.19","V22.18",1
"V22.1","Mtrcyc rider w vs 2-3wl MV pass nontrf","V22.19","V22.10",2
"V22.1","Mtrcyc rider w vs 2-3wl MV pass nontrf","V22.19","V22.11",3
"V22.1","Mtrcyc rider w vs 2-3wl MV pass nontrf","V22.19","V22.12",4
"V22.2","Mtrcyc/2-3wl MV ?mtrcyc rdr nontrf","V22.29","V22.29",0
"V22.2","Mtrcyc/2-3wl MV ?mtrcyc rdr nontrf","V22.29","V22.28",1
"V22.2","Mtrcyc/2-3wl MV ?mtrcyc rdr nontrf","V22.29","V22.20",2
"V22.2","Mtrcyc/2-3wl MV ?mtrcyc rdr nontrf","V22.29","V22.21",3
"V22.2","Mtrcyc/2-3wl MV ?mtrcyc rdr nontrf","V22.29","V22.22",4
"V22.3","Mtrcyc rider w vs 2-3wl MV board/alight","V22.39","V22.39",0
"V22.3","Mtrcyc rider w vs 2-3wl MV board/alight","V22.39","V22.38",1
"V22.3","Mtrcyc rider w vs 2-3wl MV board/alight","V22.39","V22.30",2
"V22.3","Mtrcyc rider w vs 2-3wl MV board/alight","V22.39","V22.31",3
"V22.3","Mtrcyc rider w vs 2-3wl MV board/alight","V22.39","V22.32",4
"V22.4","Mtrcyc rdr/2-3wl MV drvr traf accdnt","V22.49","V22.49",0
"V22.4","Mtrcyc rdr/2-3wl MV drvr traf accdnt","V22.49","V22.48",1
"V22.4","Mtrcyc rdr/2-3wl MV drvr traf accdnt","V22.49","V22.40",2
"V22.4","Mtrcyc rdr/2-3wl MV drvr traf accdnt","V22.49","V22.41",3
"V22.4","Mtrcyc rdr/2-3wl MV drvr traf accdnt","V22.49","V22.42",4
"V22.5","Mtrcyc rdr/2-3wl MV pass traf accdnt","V22.59","V22.59",0
"V22.5","Mtrcyc rdr/2-3wl MV pass traf accdnt","V22.59","V22.58",1
"V22.5","Mtrcyc rdr/2-3wl MV pass traf accdnt","V22.59","V22.50",2
"V22.5","Mtrcyc rdr/2-3wl MV pass traf accdnt","V22.59","V22.51",3
"V22.5","Mtrcyc rdr/2-3wl MV pass traf accdnt","V22.59","V22.52",4
"V22.9","Mtrcyc rdr/2-3wl MV ?mtrcyc rdr traff","V22.99","V22.99",0
"V22.9","Mtrcyc rdr/2-3wl MV ?mtrcyc rdr traff","V22.99","V22.98",1
"V22.9","Mtrcyc rdr/2-3wl MV ?mtrcyc rdr traff","V22.99","V22.90",2
"V22.9","Mtrcyc rdr/2-3wl MV ?mtrcyc rdr traff","V22.99","V22.91",3
"V22.9","Mtrcyc rdr/2-3wl MV ?mtrcyc rdr traff","V22.99","V22.92",4
"V23.0","Mtrcyc rider w vs car truck drvr nontrf","V23.09","V23.09",0
"V23.0","Mtrcyc rider w vs car truck drvr nontrf","V23.09","V23.08",1
"V23.0","Mtrcyc rider w vs car truck drvr nontrf","V23.09","V23.00",2
"V23.0","Mtrcyc rider w vs car truck drvr nontrf","V23.09","V23.01",3
"V23.0","Mtrcyc rider w vs car truck drvr nontrf","V23.09","V23.02",4
"V23.1","Mtrcyc rider w vs car truck pass nontrf","V23.19","V23.19",0
"V23.1","Mtrcyc rider w vs car truck pass nontrf","V23.19","V23.18",1
"V23.1","Mtrcyc rider w vs car truck pass nontrf","V23.19","V23.10",2
"V23.1","Mtrcyc rider w vs car truck pass nontrf","V23.19","V23.11",3
"V23.1","Mtrcyc rider w vs car truck pass nontrf","V23.19","V23.12",4
"V23.2","Mtrcyc rdr w vs car trck ?rdr nontrf","V23.29","V23.29",0
"V23.2","Mtrcyc rdr w vs car trck ?rdr nontrf","V23.29","V23.28",1
"V23.2","Mtrcyc rdr w vs car trck ?rdr nontrf","V23.29","V23.20",2
"V23.2","Mtrcyc rdr w vs car trck ?rdr nontrf","V23.29","V23.21",3
"V23.2","Mtrcyc rdr w vs car trck ?rdr nontrf","V23.29","V23.22",4
"V23.3","Mtrcyc rider w vs car truck board/alight","V23.39","V23.39",0
"V23.3","Mtrcyc rider w vs car truck board/alight","V23.39","V23.38",1
"V23.3","Mtrcyc rider w vs car truck board/alight","V23.39","V23.30",2
"V23.3","Mtrcyc rider w vs car truck board/alight","V23.39","V23.31",3
"V23.3","Mtrcyc rider w vs car truck board/alight","V23.39","V23.32",4
"V23.4","Mtrcyc rdr vs car trck drvr traf accdnt","V23.49","V23.49",0
"V23.4","Mtrcyc rdr vs car trck drvr traf accdnt","V23.49","V23.48",1
"V23.4","Mtrcyc rdr vs car trck drvr traf accdnt","V23.49","V23.40",2
"V23.4","Mtrcyc rdr vs car trck drvr traf accdnt","V23.49","V23.41",3
"V23.4","Mtrcyc rdr vs car trck drvr traf accdnt","V23.49","V23.42",4
"V23.5","Mtrcyc rdr vs car trck pass traf accdnt","V23.59","V23.59",0
"V23.5","Mtrcyc rdr vs car trck pass traf accdnt","V23.59","V23.58",1
"V23.5","Mtrcyc rdr vs car trck pass traf accdnt","V23.59","V23.50",2
"V23.5","Mtrcyc rdr vs car trck pass traf accdnt","V23.59","V23.51",3
"V23.5","Mtrcyc rdr vs car trck pass traf accdnt","V23.59","V23.52",4
"V23.9","Mtrcyc rdr vs car trck ?rdr traf accdnt","V23.99","V23.99",0
"V23.9","Mtrcyc rdr vs car trck ?rdr traf accdnt","V23.99","V23.98",1
"V23.9","Mtrcyc rdr vs car trck ?rdr traf accdnt","V23.99","V23.90",2
"V23.9","Mtrcyc rdr vs car trck ?rdr traf accdnt","V23.99","V23.91",3
"V23.9","Mtrcyc rdr vs car trck ?rdr traf accdnt","V23.99","V23.92",4
"V24.0","Mtrcyc rider w vs trnspt bus drvr nontrf","V24.09","V24.09",0
"V24.0","Mtrcyc rider w vs trnspt bus drvr nontrf","V24.09","V24.08",1
"V24.0","Mtrcyc rider w vs trnspt bus drvr nontrf","V24.09","V24.00",2
"V24.0","Mtrcyc rider w vs trnspt bus drvr nontrf","V24.09","V24.01",3
"V24.0","Mtrcyc rider w vs trnspt bus drvr nontrf","V24.09","V24.02",4
"V24.1","Mtrcyc rider w vs trnspt bus pass nontrf","V24.19","V24.19",0
"V24.1","Mtrcyc rider w vs trnspt bus pass nontrf","V24.19","V24.18",1
"V24.1","Mtrcyc rider w vs trnspt bus pass nontrf","V24.19","V24.10",2
"V24.1","Mtrcyc rider w vs trnspt bus pass nontrf","V24.19","V24.11",3
"V24.1","Mtrcyc rider w vs trnspt bus pass nontrf","V24.19","V24.12",4
"V24.2","Mtrcyc rdr w vs trnspt bus ?rdr nontrf","V24.29","V24.29",0
"V24.2","Mtrcyc rdr w vs trnspt bus ?rdr nontrf","V24.29","V24.28",1
"V24.2","Mtrcyc rdr w vs trnspt bus ?rdr nontrf","V24.29","V24.20",2
"V24.2","Mtrcyc rdr w vs trnspt bus ?rdr nontrf","V24.29","V24.21",3
"V24.2","Mtrcyc rdr w vs trnspt bus ?rdr nontrf","V24.29","V24.22",4
"V24.3","Mtrcyc rider vs trnspt bus board/alight","V24.39","V24.39",0
"V24.3","Mtrcyc rider vs trnspt bus board/alight","V24.39","V24.38",1
"V24.3","Mtrcyc rider vs trnspt bus board/alight","V24.39","V24.30",2
"V24.3","Mtrcyc rider vs trnspt bus board/alight","V24.39","V24.31",3
"V24.3","Mtrcyc rider vs trnspt bus board/alight","V24.39","V24.32",4
"V24.4","Mtrcyc rdr/trnspt bus drvr traf accdnt","V24.49","V24.49",0
"V24.4","Mtrcyc rdr/trnspt bus drvr traf accdnt","V24.49","V24.48",1
"V24.4","Mtrcyc rdr/trnspt bus drvr traf accdnt","V24.49","V24.40",2
"V24.4","Mtrcyc rdr/trnspt bus drvr traf accdnt","V24.49","V24.41",3
"V24.4","Mtrcyc rdr/trnspt bus drvr traf accdnt","V24.49","V24.42",4
"V24.5","Mtrcyc rdr/trnspt bus pass traf accdnt","V24.59","V24.59",0
"V24.5","Mtrcyc rdr/trnspt bus pass traf accdnt","V24.59","V24.58",1
"V24.5","Mtrcyc rdr/trnspt bus pass traf accdnt","V24.59","V24.50",2
"V24.5","Mtrcyc rdr/trnspt bus pass traf accdnt","V24.59","V24.51",3
"V24.5","Mtrcyc rdr/trnspt bus pass traf accdnt","V24.59","V24.52",4
"V24.9","Mtrcyc rdr/trnspt bus ?rdr traf accdnt","V24.99","V24.99",0
"V24.9","Mtrcyc rdr/trnspt bus ?rdr traf accdnt","V24.99","V24.98",1
"V24.9","Mtrcyc rdr/trnspt bus ?rdr traf accdnt","V24.99","V24.90",2
"V24.9","Mtrcyc rdr/trnspt bus ?rdr traf accdnt","V24.99","V24.91",3
"V24.9","Mtrcyc rdr/trnspt bus ?rdr traf accdnt","V24.99","V24.92",4
"V25.0","Mtrcyc rider w vs train rail drvr nontrf","V25.09","V25.09",0
"V25.0","Mtrcyc rider w vs train rail drvr nontrf","V25.09","V25.08",1
"V25.0","Mtrcyc rider w vs train rail drvr nontrf","V25.09","V25.00",2
"V25.0","Mtrcyc rider w vs train rail drvr nontrf","V25.09","V25.01",3
"V25.0","Mtrcyc rider w vs train rail drvr nontrf","V25.09","V25.02",4
"V25.1","Mtrcyc rider w vs train rail pass nontrf","V25.19","V25.19",0
"V25.1","Mtrcyc rider w vs train rail pass nontrf","V25.19","V25.18",1
"V25.1","Mtrcyc rider w vs train rail pass nontrf","V25.19","V25.10",2
"V25.1","Mtrcyc rider w vs train rail pass nontrf","V25.19","V25.11",3
"V25.1","Mtrcyc rider w vs train rail pass nontrf","V25.19","V25.12",4
"V25.2","Mtrcyc rdr/train rail ?rdr nontrf","V25.29","V25.29",0
"V25.2","Mtrcyc rdr/train rail ?rdr nontrf","V25.29","V25.28",1
"V25.2","Mtrcyc rdr/train rail ?rdr nontrf","V25.29","V25.20",2
"V25.2","Mtrcyc rdr/train rail ?rdr nontrf","V25.29","V25.21",3
"V25.2","Mtrcyc rdr/train rail ?rdr nontrf","V25.29","V25.22",4
"V25.3","Mtrcyc rider vs train rail board/alight","V25.39","V25.39",0
"V25.3","Mtrcyc rider vs train rail board/alight","V25.39","V25.38",1
"V25.3","Mtrcyc rider vs train rail board/alight","V25.39","V25.30",2
"V25.3","Mtrcyc rider vs train rail board/alight","V25.39","V25.31",3
"V25.3","Mtrcyc rider vs train rail board/alight","V25.39","V25.32",4
"V25.4","Mtrcyc rdr/train rail drvr traf accdnt","V25.49","V25.49",0
"V25.4","Mtrcyc rdr/train rail drvr traf accdnt","V25.49","V25.48",1
"V25.4","Mtrcyc rdr/train rail drvr traf accdnt","V25.49","V25.40",2
"V25.4","Mtrcyc rdr/train rail drvr traf accdnt","V25.49","V25.41",3
"V25.4","Mtrcyc rdr/train rail drvr traf accdnt","V25.49","V25.42",4
"V25.5","Mtrcyc rdr/train rail pass traf accdnt","V25.59","V25.59",0
"V25.5","Mtrcyc rdr/train rail pass traf accdnt","V25.59","V25.58",1
"V25.5","Mtrcyc rdr/train rail pass traf accdnt","V25.59","V25.50",2
"V25.5","Mtrcyc rdr/train rail pass traf accdnt","V25.59","V25.51",3
"V25.5","Mtrcyc rdr/train rail pass traf accdnt","V25.59","V25.52",4
"V25.9","Mtrcyc rdr/train rail ?rdr traf accdnt","V25.99","V25.99",0
"V25.9","Mtrcyc rdr/train rail ?rdr traf accdnt","V25.99","V25.98",1
"V25.9","Mtrcyc rdr/train rail ?rdr traf accdnt","V25.99","V25.90",2
"V25.9","Mtrcyc rdr/train rail ?rdr traf accdnt","V25.99","V25.91",3
"V25.9","Mtrcyc rdr/train rail ?rdr traf accdnt","V25.99","V25.92",4
"V26.0","Mtrcyc rider w vs oth non-MV drvr nontrf","V26.09","V26.09",0
"V26.0","Mtrcyc rider w vs oth non-MV drvr nontrf","V26.09","V26.08",1
"V26.0","Mtrcyc rider w vs oth non-MV drvr nontrf","V26.09","V26.00",2
"V26.0","Mtrcyc rider w vs oth non-MV drvr nontrf","V26.09","V26.01",3
"V26.0","Mtrcyc rider w vs oth non-MV drvr nontrf","V26.09","V26.02",4
"V26.1","Mtrcyc rider w vs non-MV pass nontrf","V26.19","V26.19",0
"V26.1","Mtrcyc rider w vs non-MV pass nontrf","V26.19","V26.18",1
"V26.1","Mtrcyc rider w vs non-MV pass nontrf","V26.19","V26.10",2
"V26.1","Mtrcyc rider w vs non-MV pass nontrf","V26.19","V26.11",3
"V26.1","Mtrcyc rider w vs non-MV pass nontrf","V26.19","V26.12",4
"V26.2","Mtrcyc rdr w vs oth non-MV ?rdr nontrf","V26.29","V26.29",0
"V26.2","Mtrcyc rdr w vs oth non-MV ?rdr nontrf","V26.29","V26.28",1
"V26.2","Mtrcyc rdr w vs oth non-MV ?rdr nontrf","V26.29","V26.20",2
"V26.2","Mtrcyc rdr w vs oth non-MV ?rdr nontrf","V26.29","V26.21",3
"V26.2","Mtrcyc rdr w vs oth non-MV ?rdr nontrf","V26.29","V26.22",4
"V26.3","Mtrcyc rider vs oth non-MV board/alight","V26.39","V26.39",0
"V26.3","Mtrcyc rider vs oth non-MV board/alight","V26.39","V26.38",1
"V26.3","Mtrcyc rider vs oth non-MV board/alight","V26.39","V26.30",2
"V26.3","Mtrcyc rider vs oth non-MV board/alight","V26.39","V26.31",3
"V26.3","Mtrcyc rider vs oth non-MV board/alight","V26.39","V26.32",4
"V26.4","Mtrcyc rdr w vs non-MV drvr traf accdnt","V26.49","V26.49",0
"V26.4","Mtrcyc rdr w vs non-MV drvr traf accdnt","V26.49","V26.48",1
"V26.4","Mtrcyc rdr w vs non-MV drvr traf accdnt","V26.49","V26.40",2
"V26.4","Mtrcyc rdr w vs non-MV drvr traf accdnt","V26.49","V26.41",3
"V26.4","Mtrcyc rdr w vs non-MV drvr traf accdnt","V26.49","V26.42",4
"V26.5","Mtrcyc rdr w vs non-MV pass traf accdnt","V26.59","V26.59",0
"V26.5","Mtrcyc rdr w vs non-MV pass traf accdnt","V26.59","V26.58",1
"V26.5","Mtrcyc rdr w vs non-MV pass traf accdnt","V26.59","V26.50",2
"V26.5","Mtrcyc rdr w vs non-MV pass traf accdnt","V26.59","V26.51",3
"V26.5","Mtrcyc rdr w vs non-MV pass traf accdnt","V26.59","V26.52",4
"V26.9","Mtrcyc rdr w vs non-MV ?rdr traf accdnt","V26.99","V26.99",0
"V26.9","Mtrcyc rdr w vs non-MV ?rdr traf accdnt","V26.99","V26.98",1
"V26.9","Mtrcyc rdr w vs non-MV ?rdr traf accdnt","V26.99","V26.90",2
"V26.9","Mtrcyc rdr w vs non-MV ?rdr traf accdnt","V26.99","V26.91",3
"V26.9","Mtrcyc rdr w vs non-MV ?rdr traf accdnt","V26.99","V26.92",4
"V27.0","Mtrcyc rdr w vs fix statnry drvr nontrf","V27.09","V27.09",0
"V27.0","Mtrcyc rdr w vs fix statnry drvr nontrf","V27.09","V27.08",1
"V27.0","Mtrcyc rdr w vs fix statnry drvr nontrf","V27.09","V27.00",2
"V27.0","Mtrcyc rdr w vs fix statnry drvr nontrf","V27.09","V27.01",3
"V27.0","Mtrcyc rdr w vs fix statnry drvr nontrf","V27.09","V27.02",4
"V27.1","Mtrcyc rdr w vs fix statnry pass nontrf","V27.19","V27.19",0
"V27.1","Mtrcyc rdr w vs fix statnry pass nontrf","V27.19","V27.18",1
"V27.1","Mtrcyc rdr w vs fix statnry pass nontrf","V27.19","V27.10",2
"V27.1","Mtrcyc rdr w vs fix statnry pass nontrf","V27.19","V27.11",3
"V27.1","Mtrcyc rdr w vs fix statnry pass nontrf","V27.19","V27.12",4
"V27.2","Mtrcyc rdr w vs fix statnry ?rdr nontrf","V27.29","V27.29",0
"V27.2","Mtrcyc rdr w vs fix statnry ?rdr nontrf","V27.29","V27.28",1
"V27.2","Mtrcyc rdr w vs fix statnry ?rdr nontrf","V27.29","V27.20",2
"V27.2","Mtrcyc rdr w vs fix statnry ?rdr nontrf","V27.29","V27.21",3
"V27.2","Mtrcyc rdr w vs fix statnry ?rdr nontrf","V27.29","V27.22",4
"V27.3","Mtrcyc rider vs fix statnry board/alight","V27.39","V27.39",0
"V27.3","Mtrcyc rider vs fix statnry board/alight","V27.39","V27.38",1
"V27.3","Mtrcyc rider vs fix statnry board/alight","V27.39","V27.30",2
"V27.3","Mtrcyc rider vs fix statnry board/alight","V27.39","V27.31",3
"V27.3","Mtrcyc rider vs fix statnry board/alight","V27.39","V27.32",4
"V27.4","Mtrcyc rdr/fix statnry drvr traf accdnt","V27.49","V27.49",0
"V27.4","Mtrcyc rdr/fix statnry drvr traf accdnt","V27.49","V27.48",1
"V27.4","Mtrcyc rdr/fix statnry drvr traf accdnt","V27.49","V27.40",2
"V27.4","Mtrcyc rdr/fix statnry drvr traf accdnt","V27.49","V27.41",3
"V27.4","Mtrcyc rdr/fix statnry drvr traf accdnt","V27.49","V27.42",4
"V27.5","Mtrcyc rdr/fix statnry pass traf accdnt","V27.59","V27.59",0
"V27.5","Mtrcyc rdr/fix statnry pass traf accdnt","V27.59","V27.58",1
"V27.5","Mtrcyc rdr/fix statnry pass traf accdnt","V27.59","V27.50",2
"V27.5","Mtrcyc rdr/fix statnry pass traf accdnt","V27.59","V27.51",3
"V27.5","Mtrcyc rdr/fix statnry pass traf accdnt","V27.59","V27.52",4
"V27.9","Mtrcyc rdr/fix statnry ?rdr traf accdnt","V27.99","V27.99",0
"V27.9","Mtrcyc rdr/fix statnry ?rdr traf accdnt","V27.99","V27.98",1
"V27.9","Mtrcyc rdr/fix statnry ?rdr traf accdnt","V27.99","V27.90",2
"V27.9","Mtrcyc rdr/fix statnry ?rdr traf accdnt","V27.99","V27.91",3
"V27.9","Mtrcyc rdr/fix statnry ?rdr traf accdnt","V27.99","V27.92",4
"V28.0","Mtrcyc rdr noncol trnspt drvr nontrf","V28.09","V28.09",0
"V28.0","Mtrcyc rdr noncol trnspt drvr nontrf","V28.09","V28.08",1
"V28.0","Mtrcyc rdr noncol trnspt drvr nontrf","V28.09","V28.00",2
"V28.0","Mtrcyc rdr noncol trnspt drvr nontrf","V28.09","V28.01",3
"V28.0","Mtrcyc rdr noncol trnspt drvr nontrf","V28.09","V28.02",4
"V28.1","Mtrcyc rdr noncol trnspt pass nontrf","V28.19","V28.19",0
"V28.1","Mtrcyc rdr noncol trnspt pass nontrf","V28.19","V28.18",1
"V28.1","Mtrcyc rdr noncol trnspt pass nontrf","V28.19","V28.10",2
"V28.1","Mtrcyc rdr noncol trnspt pass nontrf","V28.19","V28.11",3
"V28.1","Mtrcyc rdr noncol trnspt pass nontrf","V28.19","V28.12",4
"V28.2","Mtrcyc rdr noncol trnspt ?rdr nontrf","V28.29","V28.29",0
"V28.2","Mtrcyc rdr noncol trnspt ?rdr nontrf","V28.29","V28.28",1
"V28.2","Mtrcyc rdr noncol trnspt ?rdr nontrf","V28.29","V28.20",2
"V28.2","Mtrcyc rdr noncol trnspt ?rdr nontrf","V28.29","V28.21",3
"V28.2","Mtrcyc rdr noncol trnspt ?rdr nontrf","V28.29","V28.22",4
"V28.3","Mtrcyc rdr noncol trnspt board/algt","V28.39","V28.39",0
"V28.3","Mtrcyc rdr noncol trnspt board/algt","V28.39","V28.38",1
"V28.3","Mtrcyc rdr noncol trnspt board/algt","V28.39","V28.30",2
"V28.3","Mtrcyc rdr noncol trnspt board/algt","V28.39","V28.31",3
"V28.3","Mtrcyc rdr noncol trnspt board/algt","V28.39","V28.32",4
"V28.4","Mtrcyc noncol trnspt drvr traf accdnt","V28.49","V28.49",0
"V28.4","Mtrcyc noncol trnspt drvr traf accdnt","V28.49","V28.48",1
"V28.4","Mtrcyc noncol trnspt drvr traf accdnt","V28.49","V28.40",2
"V28.4","Mtrcyc noncol trnspt drvr traf accdnt","V28.49","V28.41",3
"V28.4","Mtrcyc noncol trnspt drvr traf accdnt","V28.49","V28.42",4
"V28.5","Mtrcyc noncol trnspt pass traf accdnt","V28.59","V28.59",0
"V28.5","Mtrcyc noncol trnspt pass traf accdnt","V28.59","V28.58",1
"V28.5","Mtrcyc noncol trnspt pass traf accdnt","V28.59","V28.50",2
"V28.5","Mtrcyc noncol trnspt pass traf accdnt","V28.59","V28.51",3
"V28.5","Mtrcyc noncol trnspt pass traf accdnt","V28.59","V28.52",4
"V28.9","Mtrcyc noncol trnspt ?rdr traf accdnt","V28.99","V28.99",0
"V28.9","Mtrcyc noncol trnspt ?rdr traf accdnt","V28.99","V28.98",1
"V28.9","Mtrcyc noncol trnspt ?rdr traf accdnt","V28.99","V28.90",2
"V28.9","Mtrcyc noncol trnspt ?rdr traf accdnt","V28.99","V28.91",3
"V28.9","Mtrcyc noncol trnspt ?rdr traf accdnt","V28.99","V28.92",4
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.09",0
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.08",1
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.00",2
"V40.0","Car occupant vs ped/anml drvr nontrf","V40.09","V40.01",3
